FINAL_DECISION,PCT,TOTAL_MATCHES,PCT_ALL_PETREL_MATCHES,PCT_ALL_MOA_MATCHES,AVG_SKUS_PER_QUARTER,AVG_QUARTERS_PER_SKU,DIVISION_MOA,DIVISION_PETREL,MOA_FACILITY,MOA_FACILITY_OF_INTEREST,FAC_COMB,PETREL_FACILITY,PETREL_FACILITY_OF_INTEREST,FACILITY_TYPE_MOA,FACILITY_TYPE_PETREL,BED_SIZE_MOA,BED_SIZE_PETREL,TOTAL_MATCHES,QUARTER_MATCHES,MATCHES_WITH,MATCHES_WITHOUT,DECISION,SCORE,FACILITY_IDS_MOA,FACILITY_IDS_PETREL
y,0.710436061,31,0.54386,0.000824,2.384615,1.9375,WEST NORTH CENTRAL,WEST NORTH CENTRAL,M_0000036928,M_0000036928,                 M_0000036928P_AGGREGATED_WEST NORTH CENTRAL_CRITICAL ACCESS,P_AGGREGATED_WEST NORTH CENTRAL_CRITICAL ACCESS,P_AGGREGATED_WEST NORTH CENTRAL_CRITICAL ACCESS,HOSPITAL,CRITICAL ACCESS,CATEGORY 1: 0-50,AGGREGATED,31,13,8164,58,KEEP,4.620191563,['M_0000036928'],"['P_0000047670', 'P_AGGREGATED_WEST NORTH CENTRAL_CRITICAL ACCESS']"
y,80.83006762,31,0.54386,0.000824,2.384615,1.9375,WEST NORTH CENTRAL,WEST NORTH CENTRAL,M_0000036928,M_0000036928,                 M_0000036928P_AGGREGATED_WEST NORTH CENTRAL_CRITICAL ACCESS,P_AGGREGATED_WEST NORTH CENTRAL_CRITICAL ACCESS,P_AGGREGATED_WEST NORTH CENTRAL_CRITICAL ACCESS,HOSPITAL,CRITICAL ACCESS,CATEGORY 1: 0-50,AGGREGATED,31,13,49249,39808,KEEP,4.620191563,"['M_0000032851', 'M_0000032914', 'M_0000032917', 'M_0000036928', 'M_0000036943', 'M_0000036961', 'M_0000051109', 'M_0000056647', 'M_0000056692']",['P_AGGREGATED_WEST NORTH CENTRAL_CRITICAL ACCESS']
y,36.5248227,31,1,0.861111,31,1,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000071866,M_0000071866,                 M_0000071866P_0000029188,P_0000029188,P_0000029188,MEDICAL GROUP,SKILLED NURSING,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,31,1,564,206,KEEP,31,"['M_0000071866', 'M_0000085591']",['P_0000029188']
,93.92249746,31,0.274336,0.000824,2.214286,1.47619,PACIFIC,PACIFIC,M_0000080893,M_0000080893,                 M_0000080893P_AGGREGATED_PACIFIC_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_PACIFIC_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_PACIFIC_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,AGGREGATED,31,14,311164,292253,KEEP,3.26870685,"['M_0000000094', 'M_0000001744', 'M_0000014050', 'M_0000014143', 'M_0000016588', 'M_0000016945', 'M_0000020908', 'M_0000021952', 'M_0000026194', 'M_0000034015', 'M_0000040519', 'M_0000072880', 'M_0000078928', 'M_0000078982', 'M_0000079018', 'M_0000080893', 'M_0000081010', 'M_0000099406']",['P_AGGREGATED_PACIFIC_GENERAL MEDICAL AND SURGICAL']
y,0,32,1,0.941176,3.555556,1.6,PACIFIC,PACIFIC,M_0000008092,M_0000008092,                 M_0000008092P_0000021177,P_0000021177,P_0000021177,CLINIC,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 1: 0-50,32,9,516,0,KEEP,5.6888896,['M_0000008092'],['P_0000021177']
y,1.792336218,32,0.137339,0.00085,2.909091,1.777778,MOUNTAIN,MOUNTAIN,M_0000014611,M_0000014611,                 M_0000014611P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,AGGREGATED,32,11,8090,145,KEEP,5.17171798,['M_0000014611'],"['P_0000025635', 'P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL']"
y,98.77631853,32,0.137339,0.00085,2.909091,1.777778,MOUNTAIN,MOUNTAIN,M_0000014611,M_0000014611,                 M_0000014611P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,AGGREGATED,32,11,479700,473830,KEEP,5.17171798,"['M_0000001936', 'M_0000001939', 'M_0000002002', 'M_0000002056', 'M_0000004825', 'M_0000013852', 'M_0000013864', 'M_0000013888', 'M_0000013891', 'M_0000013927', 'M_0000013981', 'M_0000014008', 'M_0000014011', 'M_0000014041', 'M_0000014053', 'M_0000014068', 'M_0000014092', 'M_0000014158', 'M_0000014416', 'M_0000014431', 'M_0000014500', 'M_0000014611', 'M_0000014692', 'M_0000014767', 'M_0000077866', 'M_0000077869', 'M_0000077899', 'M_0000078985', 'M_0000080419', 'M_0000080944', 'M_0000080947', 'M_0000081298']",['P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL']
,96.64441568,32,0.432432,0.00085,2.461538,1.777778,WEST NORTH CENTRAL,WEST NORTH CENTRAL,M_0000036877,M_0000036877,                 M_0000036877P_AGGREGATED_WEST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_WEST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_WEST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,AGGREGATED,32,13,306653,296363,KEEP,4.376068103,"['M_0000000472', 'M_0000001378', 'M_0000002638', 'M_0000023170', 'M_0000032887', 'M_0000032914', 'M_0000032917', 'M_0000032932', 'M_0000036877', 'M_0000036904', 'M_0000037207', 'M_0000041698', 'M_0000051106', 'M_0000051424', 'M_0000051427', 'M_0000078346', 'M_0000078643', 'M_0000078709']",['P_AGGREGATED_WEST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
,98.44189269,33,0.52381,0.002989,6.6,1.137931,PACIFIC,PACIFIC,M_0000002422,M_0000002422,                 M_0000002422P_0000026947,P_0000026947,P_0000026947,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,CATEGORY 3: 101-200,33,5,101020,99446,KEEP,7.5103446,"['M_0000002371', 'M_0000002422']",['P_0000026947']
y,0,33,0.970588,0.000877,8.25,2.2,MIDDLE ATLANTIC,MIDDLE ATLANTIC,M_0000055996,M_0000055996,                 M_0000055996P_AGGREGATED_MIDDLE ATLANTIC_CRITICAL ACCESS,P_AGGREGATED_MIDDLE ATLANTIC_CRITICAL ACCESS,P_AGGREGATED_MIDDLE ATLANTIC_CRITICAL ACCESS,HOSPITAL,CRITICAL ACCESS,CATEGORY 1: 0-50,AGGREGATED,33,4,3640,0,KEEP,18.15,['M_0000055996'],['P_AGGREGATED_MIDDLE ATLANTIC_CRITICAL ACCESS']
y,2.266288952,33,0.375,0.000877,6.6,1.571429,WEST SOUTH CENTRAL,WEST SOUTH CENTRAL,M_0000078754,M_0000078754,                 M_0000078754P_AGGREGATED_WEST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_WEST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_WEST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HEALTH SYSTEM,GENERAL MEDICAL AND SURGICAL,CATEGORY 7: 1001+,AGGREGATED,33,5,8825,200,KEEP,10.3714314,['M_0000078754'],"['P_0000162268', 'P_AGGREGATED_WEST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL']"
y,96.42410792,33,0.375,0.000877,6.6,1.571429,WEST SOUTH CENTRAL,WEST SOUTH CENTRAL,M_0000078754,M_0000078754,                 M_0000078754P_AGGREGATED_WEST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_WEST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_WEST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HEALTH SYSTEM,GENERAL MEDICAL AND SURGICAL,CATEGORY 7: 1001+,AGGREGATED,33,5,264046,254604,KEEP,10.3714314,"['M_0000003928', 'M_0000009574', 'M_0000010618', 'M_0000013918', 'M_0000014128', 'M_0000014131', 'M_0000014161', 'M_0000014182', 'M_0000078754', 'M_0000078757', 'M_0000079087', 'M_0000079102', 'M_0000080959', 'M_0000098944']",['P_AGGREGATED_WEST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL']
y,0,33,1,1,4.125,1.833333,MIDDLE ATLANTIC,MIDDLE ATLANTIC,M_0000091912,M_0000091912,                 M_0000091912P_0000033896,P_0000033896,P_0000033896,REHABILITATION CENTER,SKILLED NURSING,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,33,8,773,0,KEEP,7.562498625,['M_0000091912'],['P_0000033896']
y,84.07758232,34,0.241135,0.00166,11.333333,1.133333,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000015727,M_0000015727,                 M_0000015727P_0000038747,P_0000038747,P_0000038747,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 3: 101-200,NON-ACUTE/UNKNOWN,34,3,8868,7456,KEEP,12.84444029,['M_0000015727'],"['P_0000038747', 'P_AGGREGATED_EAST NORTH CENTRAL_GENERAL MEDICAL AND SURGICAL']"
y,98.23566985,34,0.241135,0.00166,11.333333,1.133333,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000015727,M_0000015727,                 M_0000015727P_0000038747,P_0000038747,P_0000038747,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 3: 101-200,NON-ACUTE/UNKNOWN,34,3,173777,170711,KEEP,12.84444029,"['M_0000009586', 'M_0000014608', 'M_0000015727', 'M_0000015742', 'M_0000021586']",['P_0000038747']
y,37.32660782,34,1,0.894737,34,1,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000071830,M_0000071830,                 M_0000071830P_0000115305,P_0000115305,P_0000115305,MEDICAL GROUP,SKILLED NURSING,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,34,1,793,296,KEEP,34,"['M_0000071830', 'M_0000085591']",['P_0000115305']
,98.82218053,34,0.395349,0.000903,6.8,2,MOUNTAIN,MOUNTAIN,M_0000077869,M_0000077869,                 M_0000077869P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 5: 401-600,AGGREGATED,34,5,479700,474050,KEEP,13.6,"['M_0000001936', 'M_0000001939', 'M_0000002002', 'M_0000002056', 'M_0000004825', 'M_0000013852', 'M_0000013864', 'M_0000013888', 'M_0000013891', 'M_0000013927', 'M_0000013981', 'M_0000014008', 'M_0000014011', 'M_0000014041', 'M_0000014053', 'M_0000014068', 'M_0000014092', 'M_0000014158', 'M_0000014416', 'M_0000014431', 'M_0000014500', 'M_0000014611', 'M_0000014692', 'M_0000014767', 'M_0000077866', 'M_0000077869', 'M_0000077899', 'M_0000078985', 'M_0000080419', 'M_0000080944', 'M_0000080947', 'M_0000081298']",['P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL']
,98.37902429,34,0.32381,0.000903,6.8,1.7,EAST SOUTH CENTRAL,SOUTH ATLANTIC,M_0000078022,M_0000078022,                 M_0000078022P_AGGREGATED_SOUTH ATLANTIC_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_SOUTH ATLANTIC_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_SOUTH ATLANTIC_GENERAL MEDICAL AND SURGICAL,HEALTH SYSTEM,GENERAL MEDICAL AND SURGICAL,CATEGORY 5: 401-600,AGGREGATED,34,5,390814,384479,KEEP,11.56,"['M_0000002929', 'M_0000008002', 'M_0000010174', 'M_0000012664', 'M_0000013954', 'M_0000014074', 'M_0000014167', 'M_0000014194', 'M_0000014197', 'M_0000015070', 'M_0000016774', 'M_0000019093', 'M_0000021235', 'M_0000022423', 'M_0000022450', 'M_0000022453', 'M_0000022468', 'M_0000022996', 'M_0000023791', 'M_0000023806', 'M_0000033187', 'M_0000033607', 'M_0000036184', 'M_0000078022', 'M_0000080854', 'M_0000081517', 'M_0000086443', 'M_0000091138']",['P_AGGREGATED_SOUTH ATLANTIC_GENERAL MEDICAL AND SURGICAL']
y,90.27309807,34,0.248175,0.000903,17,2.107692,SOUTH ATLANTIC,SOUTH ATLANTIC,M_0000086443,M_0000086443,                 M_0000086443P_AGGREGATED_SOUTH ATLANTIC_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_SOUTH ATLANTIC_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_SOUTH ATLANTIC_GENERAL MEDICAL AND SURGICAL,NON HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,AGGREGATED,34,2,11278,10181,KEEP,35.830764,['M_0000086443'],"['P_AGGREGATED_SOUTH ATLANTIC_GENERAL MEDICAL AND SURGICAL', 'P_AGGREGATED_SOUTH ATLANTIC_HEALTHCARE CORPORATE OFFICE']"
y,99.1185065,34,0.248175,0.000903,17,2.107692,SOUTH ATLANTIC,SOUTH ATLANTIC,M_0000086443,M_0000086443,                 M_0000086443P_AGGREGATED_SOUTH ATLANTIC_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_SOUTH ATLANTIC_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_SOUTH ATLANTIC_GENERAL MEDICAL AND SURGICAL,NON HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,AGGREGATED,34,2,390814,387369,KEEP,35.830764,"['M_0000002929', 'M_0000008002', 'M_0000010174', 'M_0000012664', 'M_0000013954', 'M_0000014074', 'M_0000014167', 'M_0000014194', 'M_0000014197', 'M_0000015070', 'M_0000016774', 'M_0000019093', 'M_0000021235', 'M_0000022423', 'M_0000022450', 'M_0000022453', 'M_0000022468', 'M_0000022996', 'M_0000023791', 'M_0000023806', 'M_0000033187', 'M_0000033607', 'M_0000036184', 'M_0000078022', 'M_0000080854', 'M_0000081517', 'M_0000086443', 'M_0000091138']",['P_AGGREGATED_SOUTH ATLANTIC_GENERAL MEDICAL AND SURGICAL']
,99.22130723,35,0.514706,0.00093,2.333333,1.75,NEW ENGLAND,NEW ENGLAND,M_0000033073,M_0000033073,                 M_0000033073P_AGGREGATED_NEW ENGLAND_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_NEW ENGLAND_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_NEW ENGLAND_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,AGGREGATED,35,15,752158,746301,KEEP,4.08333275,"['M_0000008044', 'M_0000013489', 'M_0000022105', 'M_0000024691', 'M_0000024742', 'M_0000024754', 'M_0000024757', 'M_0000025180', 'M_0000025195', 'M_0000025255', 'M_0000025282', 'M_0000025543', 'M_0000025732', 'M_0000028360', 'M_0000033073', 'M_0000033310', 'M_0000035359', 'M_0000035377', 'M_0000035650', 'M_0000035668', 'M_0000035806', 'M_0000037807', 'M_0000038377', 'M_0000084505', 'M_0000084514', 'M_0000084532', 'M_0000084568', 'M_0000084796', 'M_0000084835', 'M_0000096196', 'M_0000104431']",['P_AGGREGATED_NEW ENGLAND_GENERAL MEDICAL AND SURGICAL']
y,85.22972556,35,1,0.416667,35,1,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000072049,M_0000072049,                 M_0000072049P_0000146897,P_0000146897,P_0000146897,MEDICAL GROUP,PHYSICIAN(S),CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,35,1,3243,2764,KEEP,35,"['M_0000072046', 'M_0000072049']",['P_0000146897']
,97.83928377,35,0.397727,0.00093,2.692308,1.666667,NEW ENGLAND,NEW ENGLAND,M_0000084568,M_0000084568,                 M_0000084568P_AGGREGATED_NEW ENGLAND_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_NEW ENGLAND_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_NEW ENGLAND_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,AGGREGATED,35,13,752158,735906,KEEP,4.487180897,"['M_0000008044', 'M_0000013489', 'M_0000022105', 'M_0000024691', 'M_0000024742', 'M_0000024754', 'M_0000024757', 'M_0000025180', 'M_0000025195', 'M_0000025255', 'M_0000025282', 'M_0000025543', 'M_0000025732', 'M_0000028360', 'M_0000033073', 'M_0000033310', 'M_0000035359', 'M_0000035377', 'M_0000035650', 'M_0000035668', 'M_0000035806', 'M_0000037807', 'M_0000038377', 'M_0000084505', 'M_0000084514', 'M_0000084532', 'M_0000084568', 'M_0000084796', 'M_0000084835', 'M_0000096196', 'M_0000104431']",['P_AGGREGATED_NEW ENGLAND_GENERAL MEDICAL AND SURGICAL']
y,0,35,0.972222,0.921053,4.375,1.521739,MIDDLE ATLANTIC,MIDDLE ATLANTIC,M_0000091849,M_0000091849,                 M_0000091849P_0000037012,P_0000037012,P_0000037012,REHABILITATION CENTER,SKILLED NURSING,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,35,8,881,0,KEEP,6.657608125,['M_0000091849'],['P_0000037012']
,69.22587241,35,0.406977,0.00093,8.75,1.129032,MIDDLE ATLANTIC,MIDDLE ATLANTIC,M_0000097264,M_0000097264,                 M_0000097264P_AGGREGATED_MIDDLE ATLANTIC_HEALTHCARE CORPORATE OFFICE,P_AGGREGATED_MIDDLE ATLANTIC_HEALTHCARE CORPORATE OFFICE,P_AGGREGATED_MIDDLE ATLANTIC_HEALTHCARE CORPORATE OFFICE,HEALTH SYSTEM,HEALTHCARE CORPORATE OFFICE,CATEGORY 6: 601-1000,AGGREGATED,35,4,51839,35886,KEEP,9.87903,"['M_0000026683', 'M_0000033418', 'M_0000038452', 'M_0000097264', 'M_0000101011']",['P_AGGREGATED_MIDDLE ATLANTIC_HEALTHCARE CORPORATE OFFICE']
y,59.70693667,36,1,0.000956,1.894737,3.6,MIDDLE ATLANTIC,MIDDLE ATLANTIC,M_0000028636,M_0000028636,                 M_0000028636P_AGGREGATED_MIDDLE ATLANTIC_OTHER HOSPITAL,P_AGGREGATED_MIDDLE ATLANTIC_OTHER HOSPITAL,P_AGGREGATED_MIDDLE ATLANTIC_OTHER HOSPITAL,REHABILITATION CENTER,OTHER HOSPITAL,CATEGORY 1: 0-50,AGGREGATED,36,19,15901,9494,KEEP,6.8210532,"['M_0000028213', 'M_0000028636']",['P_AGGREGATED_MIDDLE ATLANTIC_OTHER HOSPITAL']
y,33.60258481,36,1,0.818182,36,1,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000072070,M_0000072070,                 M_0000072070P_0000115312,P_0000115312,P_0000115312,MEDICAL GROUP,SKILLED NURSING,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,36,1,619,208,KEEP,36,"['M_0000072070', 'M_0000085591']",['P_0000115312']
y,34.30079156,36,0.016423,0.857143,36,1,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000084661,M_0000084661,                 M_0000084661P_0000085162,P_0000085162,P_0000085162,NON HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,36,1,2274,780,KEEP,36,"['M_0000011677', 'M_0000084661']",['P_0000085162']
y,96.03588391,36,0.016423,0.857143,36,1,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000084661,M_0000084661,                 M_0000084661P_0000085162,P_0000085162,P_0000085162,NON HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,36,1,47375,45497,KEEP,36,['M_0000084661'],"['P_0000085274', 'P_0000085287', 'P_0000085238', 'P_0000085217', 'P_0000085162', 'P_0000176265', 'P_0000084937', 'P_0000085129', 'P_0000082421', 'P_0000009685']"
,99.53262456,37,0.627119,0.000983,7.4,1.608696,MOUNTAIN,MOUNTAIN,M_0000080947,M_0000080947,                 M_0000080947P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,AGGREGATED,37,5,479700,477458,KEEP,11.9043504,"['M_0000001936', 'M_0000001939', 'M_0000002002', 'M_0000002056', 'M_0000004825', 'M_0000013852', 'M_0000013864', 'M_0000013888', 'M_0000013891', 'M_0000013927', 'M_0000013981', 'M_0000014008', 'M_0000014011', 'M_0000014041', 'M_0000014053', 'M_0000014068', 'M_0000014092', 'M_0000014158', 'M_0000014416', 'M_0000014431', 'M_0000014500', 'M_0000014611', 'M_0000014692', 'M_0000014767', 'M_0000077866', 'M_0000077869', 'M_0000077899', 'M_0000078985', 'M_0000080419', 'M_0000080944', 'M_0000080947', 'M_0000081298']",['P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL']
y,0,38,1,0.001009,3.454545,1.1875,MOUNTAIN,MOUNTAIN,M_0000010594,M_0000010594,                 M_0000010594P_AGGREGATED_MOUNTAIN_HEALTHCARE CORPORATE OFFICE,P_AGGREGATED_MOUNTAIN_HEALTHCARE CORPORATE OFFICE,P_AGGREGATED_MOUNTAIN_HEALTHCARE CORPORATE OFFICE,HEALTH SYSTEM,HEALTHCARE CORPORATE OFFICE,CATEGORY 7: 1001+,AGGREGATED,38,11,15457,0,KEEP,4.102272188,['M_0000010594'],['P_AGGREGATED_MOUNTAIN_HEALTHCARE CORPORATE OFFICE']
y,0,38,0.95,0.844444,2.235294,2.375,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000020515,M_0000020515,                 M_0000020515P_0000044747,P_0000044747,P_0000044747,MEDICAL GROUP,HEALTHCARE CORPORATE OFFICE,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,38,17,713,0,KEEP,5.30882325,['M_0000020515'],['P_0000044747']
,94.58099266,38,0.447059,0.001009,4.75,1.652174,PACIFIC,PACIFIC,M_0000034015,M_0000034015,                 M_0000034015P_AGGREGATED_PACIFIC_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_PACIFIC_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_PACIFIC_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,AGGREGATED,38,8,311164,294302,KEEP,7.8478265,"['M_0000000094', 'M_0000001744', 'M_0000014050', 'M_0000014143', 'M_0000016588', 'M_0000016945', 'M_0000020908', 'M_0000021952', 'M_0000026194', 'M_0000034015', 'M_0000040519', 'M_0000072880', 'M_0000078928', 'M_0000078982', 'M_0000079018', 'M_0000080893', 'M_0000081010', 'M_0000099406']",['P_AGGREGATED_PACIFIC_GENERAL MEDICAL AND SURGICAL']
,98.93683552,39,0.52,0.001036,7.8,1.857143,MOUNTAIN,MOUNTAIN,M_0000004825,M_0000004825,                 M_0000004825P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,AGGREGATED,39,5,479700,474600,KEEP,14.4857154,"['M_0000001936', 'M_0000001939', 'M_0000002002', 'M_0000002056', 'M_0000004825', 'M_0000013852', 'M_0000013864', 'M_0000013888', 'M_0000013891', 'M_0000013927', 'M_0000013981', 'M_0000014008', 'M_0000014011', 'M_0000014041', 'M_0000014053', 'M_0000014068', 'M_0000014092', 'M_0000014158', 'M_0000014416', 'M_0000014431', 'M_0000014500', 'M_0000014611', 'M_0000014692', 'M_0000014767', 'M_0000077866', 'M_0000077869', 'M_0000077899', 'M_0000078985', 'M_0000080419', 'M_0000080944', 'M_0000080947', 'M_0000081298']",['P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL']
,97.43645223,39,0.619048,0.001036,3.545455,1.56,SOUTH ATLANTIC,SOUTH ATLANTIC,M_0000012337,M_0000012337,                 M_0000012337P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM,P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM,SURGI CENTER,ACADEMIC HEALTH SYSTEM,CATEGORY 1: 0-50,AGGREGATED,39,11,568470,553897,KEEP,5.5309098,"['M_0000004081', 'M_0000004651', 'M_0000006496', 'M_0000007030', 'M_0000012337', 'M_0000012361', 'M_0000012373', 'M_0000012397', 'M_0000019093', 'M_0000022468', 'M_0000022639', 'M_0000022996', 'M_0000039475', 'M_0000054100', 'M_0000068704', 'M_0000097453', 'M_0000098356', 'M_0000099379']",['P_AGGREGATED_SOUTH ATLANTIC_ACADEMIC HEALTH SYSTEM']
,93.44319366,40,0.357143,0.001063,4.444444,1.052632,MOUNTAIN,MOUNTAIN,M_0000014068,M_0000014068,                 M_0000014068P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 5: 401-600,AGGREGATED,40,9,479700,448247,KEEP,4.678363977,"['M_0000001936', 'M_0000001939', 'M_0000002002', 'M_0000002056', 'M_0000004825', 'M_0000013852', 'M_0000013864', 'M_0000013888', 'M_0000013891', 'M_0000013927', 'M_0000013981', 'M_0000014008', 'M_0000014011', 'M_0000014041', 'M_0000014053', 'M_0000014068', 'M_0000014092', 'M_0000014158', 'M_0000014416', 'M_0000014431', 'M_0000014500', 'M_0000014611', 'M_0000014692', 'M_0000014767', 'M_0000077866', 'M_0000077869', 'M_0000077899', 'M_0000078985', 'M_0000080419', 'M_0000080944', 'M_0000080947', 'M_0000081298']",['P_AGGREGATED_MOUNTAIN_GENERAL MEDICAL AND SURGICAL']
y,97.53667546,40,0.018248,0.952381,40,1,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000084661,M_0000084661,                 M_0000084661P_0000176265,P_0000176265,P_0000176265,NON HOSPITAL,FREESTANDING HEALTHCARE LAB,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,40,1,47375,46208,KEEP,40,['M_0000084661'],"['P_0000085274', 'P_0000085287', 'P_0000085238', 'P_0000085217', 'P_0000085162', 'P_0000176265', 'P_0000084937', 'P_0000085129', 'P_0000082421', 'P_0000009685']"
