,DIVISION_MOA,DIVISION_PETREL,MOA_FACILITY_OF_INTEREST,PETREL_FACILITY_OF_INTEREST,FACILITY_TYPE_MOA,FACILITY_TYPE_PETREL,BED_SIZE_MOA,BED_SIZE_PETREL,TOTAL_MATCHES,QUARTER_MATCHES,MATCHES_WITH,MATCHES_WITHOUT,PCT,DECISION,PCT_ALL_PETREL_MATCHES,PCT_ALL_MOA_MATCHES,AVG_SKUS_PER_QUARTER,AVG_QUARTERS_PER_SKU,SCORE,FACILITY_IDS_MOA,FACILITY_IDS_PETREL
446,PACIFIC,PACIFIC,M_0000008092,P_0000021177,CLINIC,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 1: 0-50,32,9,516,0,0.0,KEEP,1.0,0.941176,3.555556,1.6,5.6888896,['M_0000008092'],['P_0000021177']
447,PACIFIC,EAST SOUTH CENTRAL,M_0000008107,P_0000077862,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 2: 51-100,3,2,57478,61546,107.07749051811128,REMOVE,0.054545,0.000276,1.5,1.0,1.5,"['M_0000008107', 'M_0000020422', 'M_0000058678']",['P_0000077862']
448,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000020422,P_0000077862,NON HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 2: 51-100,10078,30,57478,114,0.19833675493232192,KEEP,0.947893,0.927224,335.933333,7.675552,2578.473765974816,"['M_0000008107', 'M_0000020422', 'M_0000058678']",['P_0000077862']
449,MIDDLE ATLANTIC,EAST SOUTH CENTRAL,M_0000058678,P_0000077862,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 2: 51-100,3,2,57478,58345,101.50840321514319,REMOVE,0.056604,0.000276,1.5,1.5,2.25,"['M_0000008107', 'M_0000020422', 'M_0000058678']",['P_0000077862']
450,EAST NORTH CENTRAL,MIDDLE ATLANTIC,M_0000008263,P_0000049589,HOSPITAL,AMBULATORY CARE CENTER,CATEGORY 4: 201-400,NON-ACUTE/UNKNOWN,4,3,217,0,0.0,KEEP,0.01626,0.0625,1.333333,1.0,1.333333,['M_0000008263'],['P_0000049589']
451,PACIFIC,SOUTH ATLANTIC,M_0000008671,P_0000037341,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 1: 0-50,4,3,26175,29563,112.94364851957975,REMOVE,0.072727,0.00114,1.333333,1.333333,1.777776888889,"['M_0000008671', 'M_0000021604']",['P_0000037341']
452,SOUTH ATLANTIC,SOUTH ATLANTIC,M_0000021604,P_0000037341,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 1: 0-50,3412,14,26175,150,0.5730659025787965,KEEP,0.986698,0.972634,243.714286,4.160976,1014.089294903136,"['M_0000008671', 'M_0000021604']",['P_0000037341']
453,MIDDLE ATLANTIC,EAST NORTH CENTRAL,M_0000009244,P_0000084937,HEALTH SYSTEM,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 1: 0-50,7,7,97,88,90.72164948453609,KEEP,0.055556,0.002592,1.0,7.0,7.0,['M_0000009244'],"['P_0000084937', 'P_0000025635']"
454,MIDDLE ATLANTIC,EAST NORTH CENTRAL,M_0000009244,P_0000025635,HEALTH SYSTEM,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 2: 51-100,12,6,97,62,63.91752577319588,KEEP,0.095238,0.026846,2.0,6.0,12.0,['M_0000009244'],"['P_0000084937', 'P_0000025635']"
455,MIDDLE ATLANTIC,EAST NORTH CENTRAL,M_0000009244,P_0000084937,HEALTH SYSTEM,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 1: 0-50,7,7,23190,23684,102.13022854678741,REMOVE,0.055556,0.002592,1.0,7.0,7.0,"['M_0000009244', 'M_0000013495', 'M_0000013942', 'M_0000025531', 'M_0000026956', 'M_0000033562', 'M_0000056665', 'M_0000064885', 'M_0000065761', 'M_0000065998', 'M_0000066052', 'M_0000066271', 'M_0000066718', 'M_0000084661']",['P_0000084937']
456,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000013495,P_0000084937,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 1: 0-50,2160,14,23190,2000,8.624407072013799,KEEP,0.96,0.799704,154.285714,3.112392,480.197621967888,"['M_0000009244', 'M_0000013495', 'M_0000013942', 'M_0000025531', 'M_0000026956', 'M_0000033562', 'M_0000056665', 'M_0000064885', 'M_0000065761', 'M_0000065998', 'M_0000066052', 'M_0000066271', 'M_0000066718', 'M_0000084661']",['P_0000084937']
457,MOUNTAIN,EAST NORTH CENTRAL,M_0000013942,P_0000084937,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 1: 0-50,7,4,23190,23457,101.15135834411385,REMOVE,0.205882,0.002592,1.75,2.333333,4.08333275,"['M_0000009244', 'M_0000013495', 'M_0000013942', 'M_0000025531', 'M_0000026956', 'M_0000033562', 'M_0000056665', 'M_0000064885', 'M_0000065761', 'M_0000065998', 'M_0000066052', 'M_0000066271', 'M_0000066718', 'M_0000084661']",['P_0000084937']
458,WEST SOUTH CENTRAL,EAST NORTH CENTRAL,M_0000025531,P_0000084937,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 1: 0-50,3,2,23190,23311,100.52177662785684,REMOVE,0.428571,0.001111,1.5,1.0,1.5,"['M_0000009244', 'M_0000013495', 'M_0000013942', 'M_0000025531', 'M_0000026956', 'M_0000033562', 'M_0000056665', 'M_0000064885', 'M_0000065761', 'M_0000065998', 'M_0000066052', 'M_0000066271', 'M_0000066718', 'M_0000084661']",['P_0000084937']
459,WEST SOUTH CENTRAL,EAST NORTH CENTRAL,M_0000026956,P_0000084937,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 1: 0-50,5,3,23190,23406,100.93143596377749,REMOVE,0.098039,0.001851,1.666667,2.5,4.1666675,"['M_0000009244', 'M_0000013495', 'M_0000013942', 'M_0000025531', 'M_0000026956', 'M_0000033562', 'M_0000056665', 'M_0000064885', 'M_0000065761', 'M_0000065998', 'M_0000066052', 'M_0000066271', 'M_0000066718', 'M_0000084661']",['P_0000084937']
460,MIDDLE ATLANTIC,EAST NORTH CENTRAL,M_0000033562,P_0000084937,NON HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 1: 0-50,7,5,23190,24652,106.3044415696421,REMOVE,0.075269,0.002592,1.4,2.333333,3.2666662,"['M_0000009244', 'M_0000013495', 'M_0000013942', 'M_0000025531', 'M_0000026956', 'M_0000033562', 'M_0000056665', 'M_0000064885', 'M_0000065761', 'M_0000065998', 'M_0000066052', 'M_0000066271', 'M_0000066718', 'M_0000084661']",['P_0000084937']
461,WEST SOUTH CENTRAL,EAST NORTH CENTRAL,M_0000056665,P_0000084937,HEALTH SYSTEM,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 1: 0-50,4,4,23190,23278,100.3794739111686,REMOVE,0.16,0.001481,1.0,4.0,4.0,"['M_0000009244', 'M_0000013495', 'M_0000013942', 'M_0000025531', 'M_0000026956', 'M_0000033562', 'M_0000056665', 'M_0000064885', 'M_0000065761', 'M_0000065998', 'M_0000066052', 'M_0000066271', 'M_0000066718', 'M_0000084661']",['P_0000084937']
462,PACIFIC,EAST NORTH CENTRAL,M_0000064885,P_0000084937,SURGI CENTER,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 1: 0-50,6,3,23190,23321,100.56489866321691,REMOVE,0.071429,0.002221,2.0,3.0,6.0,"['M_0000009244', 'M_0000013495', 'M_0000013942', 'M_0000025531', 'M_0000026956', 'M_0000033562', 'M_0000056665', 'M_0000064885', 'M_0000065761', 'M_0000065998', 'M_0000066052', 'M_0000066271', 'M_0000066718', 'M_0000084661']",['P_0000084937']
463,PACIFIC,EAST NORTH CENTRAL,M_0000065761,P_0000084937,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 1: 0-50,4,4,23190,23254,100.27598102630444,REMOVE,0.111111,0.001481,1.0,2.0,2.0,"['M_0000009244', 'M_0000013495', 'M_0000013942', 'M_0000025531', 'M_0000026956', 'M_0000033562', 'M_0000056665', 'M_0000064885', 'M_0000065761', 'M_0000065998', 'M_0000066052', 'M_0000066271', 'M_0000066718', 'M_0000084661']",['P_0000084937']
464,PACIFIC,EAST NORTH CENTRAL,M_0000065998,P_0000084937,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 1: 0-50,8,4,23190,23525,101.4445881845623,REMOVE,0.106667,0.002962,2.0,2.666667,5.333334,"['M_0000009244', 'M_0000013495', 'M_0000013942', 'M_0000025531', 'M_0000026956', 'M_0000033562', 'M_0000056665', 'M_0000064885', 'M_0000065761', 'M_0000065998', 'M_0000066052', 'M_0000066271', 'M_0000066718', 'M_0000084661']",['P_0000084937']
465,PACIFIC,EAST NORTH CENTRAL,M_0000066052,P_0000084937,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 1: 0-50,6,4,23190,23308,100.50884001724882,REMOVE,0.171429,0.002221,1.5,2.0,3.0,"['M_0000009244', 'M_0000013495', 'M_0000013942', 'M_0000025531', 'M_0000026956', 'M_0000033562', 'M_0000056665', 'M_0000064885', 'M_0000065761', 'M_0000065998', 'M_0000066052', 'M_0000066271', 'M_0000066718', 'M_0000084661']",['P_0000084937']
466,PACIFIC,EAST NORTH CENTRAL,M_0000066271,P_0000084937,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,CATEGORY 1: 0-50,8,5,23190,23308,100.50884001724882,REMOVE,0.108108,0.002962,1.6,2.666667,4.2666672,"['M_0000009244', 'M_0000013495', 'M_0000013942', 'M_0000025531', 'M_0000026956', 'M_0000033562', 'M_0000056665', 'M_0000064885', 'M_0000065761', 'M_0000065998', 'M_0000066052', 'M_0000066271', 'M_0000066718', 'M_0000084661']",['P_0000084937']
467,PACIFIC,EAST NORTH CENTRAL,M_0000066718,P_0000084937,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 1: 0-50,8,6,23190,23366,100.75894782233722,REMOVE,0.079208,0.002962,1.333333,2.666667,3.555555111111,"['M_0000009244', 'M_0000013495', 'M_0000013942', 'M_0000025531', 'M_0000026956', 'M_0000033562', 'M_0000056665', 'M_0000064885', 'M_0000065761', 'M_0000065998', 'M_0000066052', 'M_0000066271', 'M_0000066718', 'M_0000084661']",['P_0000084937']
468,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000084661,P_0000084937,NON HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 1: 0-50,156,1,23190,21391,92.2423458387236,KEEP,0.071168,0.057756,156.0,1.006452,157.006512,"['M_0000009244', 'M_0000013495', 'M_0000013942', 'M_0000025531', 'M_0000026956', 'M_0000033562', 'M_0000056665', 'M_0000064885', 'M_0000065761', 'M_0000065998', 'M_0000066052', 'M_0000066271', 'M_0000066718', 'M_0000084661']",['P_0000084937']
469,NEW ENGLAND,NEW ENGLAND,M_0000009259,P_AGGREGATED_NEW ENGLAND_ACADEMIC HEALTH SYSTEM,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 5: 401-600,AGGREGATED,726,9,84644,0,0.0,KEEP,0.843206,0.019286,80.666667,1.249141,100.764041083047,['M_0000009259'],['P_AGGREGATED_NEW ENGLAND_ACADEMIC HEALTH SYSTEM']
470,PACIFIC,EAST NORTH CENTRAL,M_0000009460,P_0000038950,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 5: 401-600,5,4,218,60,27.522935779816514,KEEP,0.050505,0.007485,1.25,1.0,1.25,"['M_0000009460', 'M_0000019360', 'M_0000037771']",['P_0000038950']
471,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000019360,P_0000038950,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,CATEGORY 5: 401-600,3,3,218,195,89.44954128440367,KEEP,0.078947,0.004491,1.0,3.0,3.0,"['M_0000009460', 'M_0000019360', 'M_0000037771']",['P_0000038950']
472,NEW ENGLAND,EAST NORTH CENTRAL,M_0000037771,P_0000038950,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,CATEGORY 5: 401-600,3,1,218,195,89.44954128440367,KEEP,0.230769,0.004491,3.0,1.0,3.0,"['M_0000009460', 'M_0000019360', 'M_0000037771']",['P_0000038950']
473,PACIFIC,SOUTH ATLANTIC,M_0000009466,P_0000045123,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 5: 401-600,CATEGORY 1: 0-50,3,3,37,0,0.0,KEEP,0.012048,0.088235,1.0,3.0,3.0,['M_0000009466'],['P_0000045123']
474,PACIFIC,WEST NORTH CENTRAL,M_0000009484,P_0000033140,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 3: 101-200,4,3,119,84,70.58823529411765,KEEP,0.013889,0.072727,1.333333,1.333333,1.777776888889,"['M_0000009484', 'M_0000040549']",['P_0000033140']
475,EAST SOUTH CENTRAL,WEST NORTH CENTRAL,M_0000040549,P_0000033140,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 3: 101-200,4,4,119,62,52.10084033613445,KEEP,0.000223,0.072727,1.0,2.0,2.0,"['M_0000009484', 'M_0000040549']",['P_0000033140']
476,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000009586,P_0000038747,HEALTH SYSTEM,ACADEMIC HEALTH SYSTEM,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,20030,15,173777,12036,6.926117955770902,KEEP,0.989185,0.977741,1335.333333,4.635501,6189.939000454833,"['M_0000009586', 'M_0000014608', 'M_0000015727', 'M_0000015742', 'M_0000021586']",['P_0000038747']
477,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000014608,P_0000038747,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 5: 401-600,NON-ACUTE/UNKNOWN,4,2,173777,173618,99.90850342680562,KEEP,1.0,0.000195,2.0,1.333333,2.666666,"['M_0000009586', 'M_0000014608', 'M_0000015727', 'M_0000015742', 'M_0000021586']",['P_0000038747']
478,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000015727,P_0000038747,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 3: 101-200,NON-ACUTE/UNKNOWN,34,3,173777,170711,98.2356698527423,KEEP,0.241135,0.00166,11.333333,1.133333,12.844440288889,"['M_0000009586', 'M_0000014608', 'M_0000015727', 'M_0000015742', 'M_0000021586']",['P_0000038747']
479,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000015742,P_0000038747,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 6: 601-1000,NON-ACUTE/UNKNOWN,151,3,173777,165170,95.04710059444,KEEP,0.290385,0.007371,50.333333,1.10219,55.47689629927,"['M_0000009586', 'M_0000014608', 'M_0000015727', 'M_0000015742', 'M_0000021586']",['P_0000038747']
480,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000021586,P_0000038747,HOSPITAL,ACADEMIC HEALTH SYSTEM,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,7,3,173777,173327,99.74104743435552,KEEP,0.368421,0.000342,2.333333,1.0,2.333333,"['M_0000009586', 'M_0000014608', 'M_0000015727', 'M_0000015742', 'M_0000021586']",['P_0000038747']
481,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000009811,P_0000025462,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,CATEGORY 4: 201-400,21267,23,180126,0,0.0,KEEP,0.978333,0.970121,924.652174,5.021724,4643.348013827976,['M_0000009811'],['P_0000025462']
482,SOUTH ATLANTIC,SOUTH ATLANTIC,M_0000010057,P_0000027688,HEALTH SYSTEM,ACADEMIC HEALTH SYSTEM,CATEGORY 6: 601-1000,CATEGORY 6: 601-1000,32535,30,246496,0,0.0,KEEP,0.986986,0.985551,1084.5,7.610526,8253.615447,['M_0000010057'],['P_0000027688']
483,NEW ENGLAND,WEST NORTH CENTRAL,M_0000010408,P_0000029519,HOSPITAL,CRITICAL ACCESS,CATEGORY 4: 201-400,CATEGORY 1: 0-50,5,5,170,136,80.0,KEEP,0.05814,0.072464,1.0,2.5,2.5,['M_0000010408'],"['P_0000029519', 'P_0000212104', 'P_0000082303']"
484,NEW ENGLAND,EAST NORTH CENTRAL,M_0000010408,P_0000212104,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,NON-ACUTE/UNKNOWN,6,4,170,94,55.294117647058826,KEEP,0.069767,0.015584,1.5,1.0,1.5,['M_0000010408'],"['P_0000029519', 'P_0000212104', 'P_0000082303']"
485,NEW ENGLAND,WEST SOUTH CENTRAL,M_0000010408,P_0000082303,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,NON-ACUTE/UNKNOWN,12,6,170,190,111.76470588235294,REMOVE,0.139535,0.088235,2.0,4.0,8.0,['M_0000010408'],"['P_0000029519', 'P_0000212104', 'P_0000082303']"
486,NEW ENGLAND,EAST NORTH CENTRAL,M_0000010408,P_0000212104,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,NON-ACUTE/UNKNOWN,6,4,14779,15304,103.55233777657487,REMOVE,0.069767,0.015584,1.5,1.0,1.5,"['M_0000010408', 'M_0000013459']",['P_0000212104']
487,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000013459,P_0000212104,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,NON-ACUTE/UNKNOWN,93,3,14779,134,0.9066919277353,KEEP,0.641379,0.241558,31.0,1.044944,32.393264,"['M_0000010408', 'M_0000013459']",['P_0000212104']
488,NEW ENGLAND,WEST SOUTH CENTRAL,M_0000010408,P_0000082303,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,NON-ACUTE/UNKNOWN,12,6,115,133,115.65217391304348,REMOVE,0.139535,0.088235,2.0,4.0,8.0,"['M_0000010408', 'M_0000016231', 'M_0000029770', 'M_0000068872', 'M_0000081427', 'M_0000093118']",['P_0000082303']
489,SOUTH ATLANTIC,WEST SOUTH CENTRAL,M_0000016231,P_0000082303,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,NON-ACUTE/UNKNOWN,3,3,115,117,101.73913043478261,REMOVE,0.081081,0.022059,1.0,3.0,3.0,"['M_0000010408', 'M_0000016231', 'M_0000029770', 'M_0000068872', 'M_0000081427', 'M_0000093118']",['P_0000082303']
490,SOUTH ATLANTIC,WEST SOUTH CENTRAL,M_0000029770,P_0000082303,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,NON-ACUTE/UNKNOWN,12,6,115,74,64.34782608695652,KEEP,0.040816,0.088235,2.0,3.0,6.0,"['M_0000010408', 'M_0000016231', 'M_0000029770', 'M_0000068872', 'M_0000081427', 'M_0000093118']",['P_0000082303']
491,EAST NORTH CENTRAL,WEST SOUTH CENTRAL,M_0000068872,P_0000082303,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,NON-ACUTE/UNKNOWN,7,4,115,104,90.43478260869566,KEEP,0.048276,0.051471,1.75,1.75,3.0625,"['M_0000010408', 'M_0000016231', 'M_0000029770', 'M_0000068872', 'M_0000081427', 'M_0000093118']",['P_0000082303']
492,SOUTH ATLANTIC,WEST SOUTH CENTRAL,M_0000081427,P_0000082303,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 2: 51-100,NON-ACUTE/UNKNOWN,3,3,115,115,100.0,REMOVE,0.083333,0.022059,1.0,3.0,3.0,"['M_0000010408', 'M_0000016231', 'M_0000029770', 'M_0000068872', 'M_0000081427', 'M_0000093118']",['P_0000082303']
493,WEST SOUTH CENTRAL,WEST SOUTH CENTRAL,M_0000093118,P_0000082303,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,NON-ACUTE/UNKNOWN,5,3,115,128,111.30434782608695,REMOVE,0.166667,0.036765,1.666667,2.5,4.1666675,"['M_0000010408', 'M_0000016231', 'M_0000029770', 'M_0000068872', 'M_0000081427', 'M_0000093118']",['P_0000082303']
494,MOUNTAIN,MOUNTAIN,M_0000010594,P_AGGREGATED_MOUNTAIN_HEALTHCARE CORPORATE OFFICE,HEALTH SYSTEM,HEALTHCARE CORPORATE OFFICE,CATEGORY 7: 1001+,AGGREGATED,38,11,15457,0,0.0,KEEP,1.0,0.001009,3.454545,1.1875,4.1022721875,['M_0000010594'],['P_AGGREGATED_MOUNTAIN_HEALTHCARE CORPORATE OFFICE']
495,EAST SOUTH CENTRAL,EAST NORTH CENTRAL,M_0000010921,P_0000164352,HOSPITAL,FREESTANDING HEALTHCARE LAB,CATEGORY 4: 201-400,NON-ACUTE/UNKNOWN,3,2,19834,19897,100.31763638197036,REMOVE,0.010714,0.052632,1.5,1.0,1.5,['M_0000010921'],"['P_0000164352', 'P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL']"
496,EAST SOUTH CENTRAL,EAST SOUTH CENTRAL,M_0000010921,P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 4: 201-400,AGGREGATED,115,8,19834,19,0.09579509932439245,KEEP,0.410714,0.003055,14.375,1.513158,21.75164625,['M_0000010921'],"['P_0000164352', 'P_AGGREGATED_EAST SOUTH CENTRAL_GENERAL MEDICAL AND SURGICAL']"
497,MIDDLE ATLANTIC,MIDDLE ATLANTIC,M_0000010975,P_0000054659,HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 3: 101-200,CATEGORY 3: 101-200,8341,17,75768,0,0.0,KEEP,0.941316,0.962719,490.647059,5.123464,2513.812543492376,['M_0000010975'],['P_0000054659']
498,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000011272,P_AGGREGATED_EAST NORTH CENTRAL_FREESTANDING HEALTHCARE LAB,HOSPITAL,FREESTANDING HEALTHCARE LAB,CATEGORY 1: 0-50,AGGREGATED,7,3,5402,3723,68.91891891891892,KEEP,0.466667,0.000186,2.333333,1.75,4.08333275,"['M_0000011272', 'M_0000074134']",['P_AGGREGATED_EAST NORTH CENTRAL_FREESTANDING HEALTHCARE LAB']
499,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000074134,P_AGGREGATED_EAST NORTH CENTRAL_FREESTANDING HEALTHCARE LAB,CLINICAL LAB,FREESTANDING HEALTHCARE LAB,CATEGORY 1: 0-50,AGGREGATED,11,4,5402,1679,31.08108108108108,KEEP,0.846154,0.000292,2.75,1.222222,3.3611105,"['M_0000011272', 'M_0000074134']",['P_AGGREGATED_EAST NORTH CENTRAL_FREESTANDING HEALTHCARE LAB']
500,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000011530,P_0000046324,HOSPITAL,HEALTHCARE CORPORATE OFFICE,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,3,3,154,0,0.0,KEEP,0.054545,0.019737,1.0,1.5,1.5,['M_0000011530'],['P_0000046324']
501,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000011677,P_0000085162,HEALTH SYSTEM,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,4,1,126760,125956,99.36573051435784,KEEP,0.000645,0.095238,4.0,4.0,16.0,['M_0000011677'],"['P_0000085162', 'P_0000009685']"
502,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000011677,P_0000009685,HEALTH SYSTEM,HEALTHCARE CORPORATE OFFICE,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,6058,19,126760,780,0.615336068160303,KEEP,0.976152,0.816112,318.842105,2.427083,773.856252729715,['M_0000011677'],"['P_0000085162', 'P_0000009685']"
503,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000011677,P_0000009685,HEALTH SYSTEM,HEALTHCARE CORPORATE OFFICE,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,6058,19,152707,26282,17.210736901386316,KEEP,0.976152,0.816112,318.842105,2.427083,773.856252729715,"['M_0000011677', 'M_0000012634', 'M_0000012667', 'M_0000084661']",['P_0000009685']
504,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000012634,P_0000009685,NON HOSPITAL,HEALTHCARE CORPORATE OFFICE,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,31,9,152707,151040,98.90836700347725,KEEP,0.96875,0.004176,3.444444,1.148148,3.954731489712,"['M_0000011677', 'M_0000012634', 'M_0000012667', 'M_0000084661']",['P_0000009685']
505,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000012667,P_0000009685,NON HOSPITAL,HEALTHCARE CORPORATE OFFICE,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,17,6,152707,151813,99.41456514763567,KEEP,1.0,0.00229,2.833333,1.545455,4.378788651515,"['M_0000011677', 'M_0000012634', 'M_0000012667', 'M_0000084661']",['P_0000009685']
506,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000084661,P_0000009685,NON HOSPITAL,HEALTHCARE CORPORATE OFFICE,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,1065,2,152707,128507,84.15265835881787,KEEP,0.485858,0.143473,532.5,1.024038,545.300235,"['M_0000011677', 'M_0000012634', 'M_0000012667', 'M_0000084661']",['P_0000009685']
507,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000011677,P_0000085162,HEALTH SYSTEM,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,4,1,2274,1496,65.78715919085312,KEEP,0.000645,0.095238,4.0,4.0,16.0,"['M_0000011677', 'M_0000084661']",['P_0000085162']
508,EAST NORTH CENTRAL,EAST NORTH CENTRAL,M_0000084661,P_0000085162,NON HOSPITAL,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,NON-ACUTE/UNKNOWN,36,1,2274,780,34.300791556728235,KEEP,0.016423,0.857143,36.0,1.0,36.0,"['M_0000011677', 'M_0000084661']",['P_0000085162']
509,EAST NORTH CENTRAL,EAST SOUTH CENTRAL,M_0000011890,P_0000039475,HOSPITAL,HEALTHCARE CORPORATE OFFICE,CATEGORY 4: 201-400,NON-ACUTE/UNKNOWN,3,1,142,0,0.0,KEEP,0.051724,0.007692,3.0,1.0,3.0,['M_0000011890'],['P_0000039475']
510,PACIFIC,EAST NORTH CENTRAL,M_0000012256,P_0000041311,SURGI CENTER,GENERAL MEDICAL AND SURGICAL,CATEGORY 1: 0-50,CATEGORY 4: 201-400,3,2,234,209,89.31623931623932,KEEP,0.075,0.004011,1.5,1.0,1.5,['M_0000012256'],"['P_0000041311', 'P_0000064931']"
